ngram,inf_count,mis_count,total_app,mis_freq
our ,5,32,37,0.864864864864865
witter t,5,32,37,0.864864864864865
aid fo,8,51,59,0.864406779661017
resident ha,8,51,59,0.864406779661017
ystem i,8,51,59,0.864406779661017
he reaso,11,70,81,0.864197530864198
iscovered b,11,70,81,0.864197530864198
ink shar,39,248,287,0.86411149825784
uthor o,14,89,103,0.864077669902913
lease enabl,48,305,353,0.864022662889519
accines vineyar,37,235,272,0.863970588235294
 e,9,57,66,0.863636363636364
 supe,6,38,44,0.863636363636364
016 a,12,76,88,0.863636363636364
elationship wit,6,38,44,0.863636363636364
f obam,9,57,66,0.863636363636364
he ns,6,38,44,0.863636363636364
heir product,6,38,44,0.863636363636364
his weeken,9,57,66,0.863636363636364
mericans wh,9,57,66,0.863636363636364
ontact m,6,38,44,0.863636363636364
opics mos,9,57,66,0.863636363636364
he su,22,139,161,0.863354037267081
 als,10,63,73,0.863013698630137
anuary 201,50,315,365,0.863013698630137
esigned t,20,126,146,0.863013698630137
lose hom,10,63,73,0.863013698630137
n jai,10,63,73,0.863013698630137
t rea,47,296,343,0.862973760932945
eports tha,27,170,197,0.862944162436548
7 year,7,44,51,0.862745098039216
ake an,7,44,51,0.862745098039216
cdonald ,14,88,102,0.862745098039216
ead articl,7,44,51,0.862745098039216
eport spa,7,44,51,0.862745098039216
lash thei,7,44,51,0.862745098039216
tanding roc,7,44,51,0.862745098039216
 stron,11,69,80,0.8625
ea part,11,69,80,0.8625
ew la,11,69,80,0.8625
onald duc,11,69,80,0.8625
aking i,12,75,87,0.862068965517241
n chicag,12,75,87,0.862068965517241
nopes an,8,50,58,0.862068965517241
o trac,8,50,58,0.862068965517241
rticles an,8,50,58,0.862068965517241
s suin,8,50,58,0.862068965517241
t migh,8,50,58,0.862068965517241
tands fo,8,50,58,0.862068965517241
oax powere,46,287,333,0.861861861861862
witter plac,39,243,282,0.861702127659575
ontact abou,58,361,419,0.861575178997613
bama announce,9,56,65,0.861538461538462
etailed analysi,9,56,65,0.861538461538462
oined ma,9,56,65,0.861538461538462
s anothe,9,56,65,0.861538461538462
he nobe,14,87,101,0.861386138613861
ounds o,19,118,137,0.861313868613139
 abou,5,31,36,0.861111111111111
013 p,5,31,36,0.861111111111111
015 rumo,15,93,108,0.861111111111111
an 0,5,31,36,0.861111111111111
ave m,5,31,36,0.861111111111111
est answe,10,62,72,0.861111111111111
hance o,5,31,36,0.861111111111111
he mainstrea,5,31,36,0.861111111111111
ine an,5,31,36,0.861111111111111
n indian,5,31,36,0.861111111111111
o foo,5,31,36,0.861111111111111
ocial networkin,5,31,36,0.861111111111111
olitical offic,5,31,36,0.861111111111111
oon i,5,31,36,0.861111111111111
ope i,5,31,36,0.861111111111111
r jus,5,31,36,0.861111111111111
re actuall,5,31,36,0.861111111111111
uild ,5,31,36,0.861111111111111
urchase o,5,31,36,0.861111111111111
wedish ma,5,31,36,0.861111111111111
y new,5,31,36,0.861111111111111
ecember 201,36,223,259,0.861003861003861
earable tec,52,322,374,0.86096256684492
bout hoaxe,47,291,338,0.86094674556213
ave hear,11,68,79,0.860759493670886
ews stor,22,136,158,0.860759493670886
8 octobe,6,37,43,0.86046511627907
ards t,12,74,86,0.86046511627907
e kille,6,37,43,0.86046511627907
fter tha,6,37,43,0.86046511627907
he measur,6,37,43,0.86046511627907
heck th,6,37,43,0.86046511627907
laim lis,6,37,43,0.86046511627907
lenty o,6,37,43,0.86046511627907
llowed t,12,74,86,0.86046511627907
ompany calle,6,37,43,0.86046511627907
oo i,6,37,43,0.86046511627907
urious ,6,37,43,0.86046511627907
uy m,6,37,43,0.86046511627907
wners ar,6,37,43,0.86046511627907
he ai,31,191,222,0.86036036036036
is ow,45,277,322,0.860248447204969
he smal,13,80,93,0.860215053763441
ithout ,13,80,93,0.860215053763441
laim vide,13,80,93,0.860215053763441
rump ,13,80,93,0.860215053763441
ech hoa,46,283,329,0.860182370820669
in i,20,123,143,0.86013986013986
 stil,14,86,100,0.86
 tes,7,43,50,0.86
aby i,14,86,100,0.86
efore refreshin,7,43,50,0.86
ittle bo,7,43,50,0.86
linton administratio,7,43,50,0.86
ll b,7,43,50,0.86
o reduc,7,43,50,0.86
rocess o,7,43,50,0.86
nable javascrip,52,319,371,0.859838274932615
as capture,8,49,57,0.859649122807018
uote clai,16,98,114,0.859649122807018
 chanc,9,55,64,0.859375
 commo,9,55,64,0.859375
ong an,9,55,64,0.859375
rticle fro,9,55,64,0.859375
ontact th,56,342,398,0.85929648241206
 onl,10,61,71,0.859154929577465
oading comment,41,250,291,0.859106529209622
omments pleas,41,250,291,0.859106529209622
 time,21,128,149,0.859060402684564
id no,77,469,546,0.858974358974359
orld ,34,207,241,0.858921161825726
 walmar,12,73,85,0.858823529411765
ia rumo,12,73,85,0.858823529411765
ull o,24,146,170,0.858823529411765
as mad,26,158,184,0.858695652173913
ictim o,14,85,99,0.858585858585859
ottom o,14,85,99,0.858585858585859
he do,16,97,113,0.858407079646018
he ide,19,115,134,0.858208955223881
y tren,38,230,268,0.858208955223881
iscovered i,20,121,141,0.858156028368794
rend grap,38,229,267,0.857677902621723
 banne,5,30,35,0.857142857142857
 comm,5,30,35,0.857142857142857
 drin,5,30,35,0.857142857142857
 mov,5,30,35,0.857142857142857
 twee,15,90,105,0.857142857142857
ame th,8,48,56,0.857142857142857
ands o,18,108,126,0.857142857142857
as tru,6,36,42,0.857142857142857
at an,6,36,42,0.857142857142857
ave neve,5,30,35,0.857142857142857
ays the,5,30,35,0.857142857142857
ducation an,6,36,42,0.857142857142857
ears ,17,102,119,0.857142857142857
ears a,9,54,63,0.857142857142857
ecision i,5,30,35,0.857142857142857
ee detail,9,54,63,0.857142857142857
egend ,7,42,49,0.857142857142857
enu ski,9,54,63,0.857142857142857
ex offender,5,30,35,0.857142857142857
f tru,7,42,49,0.857142857142857
han on,11,66,77,0.857142857142857
hared ,9,54,63,0.857142857142857
hat sai,8,48,56,0.857142857142857
he h,8,48,56,0.857142857142857
he kille,5,30,35,0.857142857142857
he monumen,5,30,35,0.857142857142857
he remain,6,36,42,0.857142857142857
ho vote,5,30,35,0.857142857142857
hreat t,7,42,49,0.857142857142857
ike somethin,5,30,35,0.857142857142857
mail novembe,6,36,42,0.857142857142857
n italia,12,72,84,0.857142857142857
nd tagge,5,30,35,0.857142857142857
nd take,5,30,35,0.857142857142857
nyone i,5,30,35,0.857142857142857
o pleas,8,48,56,0.857142857142857
o prov,17,102,119,0.857142857142857
o replac,10,60,70,0.857142857142857
oints ou,5,30,35,0.857142857142857
olf club,8,48,56,0.857142857142857
olitical view,5,30,35,0.857142857142857
ontact wit,5,30,35,0.857142857142857
ook bac,5,30,35,0.857142857142857
ook u,5,30,35,0.857142857142857
oor an,6,36,42,0.857142857142857
opic ,8,48,56,0.857142857142857
ore new,10,60,70,0.857142857142857
orld t,8,48,56,0.857142857142857
ortions o,8,48,56,0.857142857142857
ost likel,10,60,70,0.857142857142857
ou coul,10,60,70,0.857142857142857
ould wor,7,42,49,0.857142857142857
ouse fo,5,30,35,0.857142857142857
over o,5,30,35,0.857142857142857
p thi,5,30,35,0.857142857142857
reated ,13,78,91,0.857142857142857
resident clinto,9,54,63,0.857142857142857
rnold schwarzenegge,7,42,49,0.857142857142857
s ar,6,36,42,0.857142857142857
s citizen,9,54,63,0.857142857142857
sk m,6,36,42,0.857142857142857
t w,5,30,35,0.857142857142857
t wil,33,198,231,0.857142857142857
uestion i,10,60,70,0.857142857142857
ure yo,6,36,42,0.857142857142857
ust a,15,90,105,0.857142857142857
y anothe,5,30,35,0.857142857142857
e ca,41,245,286,0.856643356643357
raph tag,38,227,265,0.856603773584906
eal o,27,161,188,0.856382978723404
aking th,25,149,174,0.85632183908046
hould hav,17,101,118,0.855932203389831
owered b,119,707,826,0.855932203389831
he internationa,16,95,111,0.855855855855856
n hallowee,15,89,104,0.855769230769231
ixture o,13,77,90,0.855555555555556
ound ,25,148,173,0.855491329479769
he governmen,37,219,256,0.85546875
 s,12,71,83,0.855421686746988
ou eve,12,71,83,0.855421686746988
t twee,48,284,332,0.855421686746988
fter he,11,65,76,0.855263157894737
 radica,10,59,69,0.855072463768116
elief tha,10,59,69,0.855072463768116
exican dru,10,59,69,0.855072463768116
o anyon,10,59,69,0.855072463768116
overnment ha,10,59,69,0.855072463768116
r fictio,10,59,69,0.855072463768116
ress conferenc,20,118,138,0.855072463768116
ar o,39,230,269,0.855018587360595
he thir,19,112,131,0.854961832061069
rends b,47,277,324,0.854938271604938
f gol,9,53,62,0.854838709677419
s almos,9,53,62,0.854838709677419
uns ,9,53,62,0.854838709677419
usiness entertainmen,26,153,179,0.854748603351955
013 i,8,47,55,0.854545454545455
014 p,8,47,55,0.854545454545455
elp u,8,47,55,0.854545454545455
eported tha,32,188,220,0.854545454545455
ere loadin,56,329,385,0.854545454545455
evenge o,8,47,55,0.854545454545455
ork th,8,47,55,0.854545454545455
ova scoti,8,47,55,0.854545454545455
ran ai,8,47,55,0.854545454545455
uring a,24,141,165,0.854545454545455
ust becaus,8,47,55,0.854545454545455
iggest interne,53,311,364,0.854395604395604
nternet trend,50,293,343,0.854227405247814
 30,7,41,48,0.854166666666667
000 i,7,41,48,0.854166666666667
an bu,7,41,48,0.854166666666667
hoto credi,7,41,48,0.854166666666667
s soo,7,41,48,0.854166666666667
uly 201,28,164,192,0.854166666666667
uns an,7,41,48,0.854166666666667
verage perso,7,41,48,0.854166666666667
f s,13,76,89,0.853932584269663
ov 201,13,76,89,0.853932584269663
 far,6,35,41,0.853658536585366
all ,6,35,41,0.853658536585366
art simpso,6,35,41,0.853658536585366
atch i,6,35,41,0.853658536585366
ats an,6,35,41,0.853658536585366
bamas birt,6,35,41,0.853658536585366
f 201,12,70,82,0.853658536585366
he chines,6,35,41,0.853658536585366
n englan,6,35,41,0.853658536585366
o tim,6,35,41,0.853658536585366
oes vira,6,35,41,0.853658536585366
oo goo,6,35,41,0.853658536585366
ov 0,6,35,41,0.853658536585366
ow answe,6,35,41,0.853658536585366
t sa,6,35,41,0.853658536585366
uote th,6,35,41,0.853658536585366
uture o,6,35,41,0.853658536585366
wine fl,6,35,41,0.853658536585366
hare i,99,577,676,0.853550295857988
esponsible fo,23,134,157,0.853503184713376
he pos,22,128,150,0.853333333333333
he recor,11,64,75,0.853333333333333
umors an,11,64,75,0.853333333333333
as recentl,16,93,109,0.853211009174312
he ba,16,93,109,0.853211009174312
0 an,5,29,34,0.852941176470588
6 yea,5,29,34,0.852941176470588
ad an,5,29,34,0.852941176470588
aid accordin,5,29,34,0.852941176470588
eady fo,5,29,34,0.852941176470588
ealize tha,5,29,34,0.852941176470588
early tw,5,29,34,0.852941176470588
ee belo,5,29,34,0.852941176470588
eport ,15,87,102,0.852941176470588
eter ,5,29,34,0.852941176470588
f onl,5,29,34,0.852941176470588
f ric,5,29,34,0.852941176470588
hanges t,5,29,34,0.852941176470588
he holocaus,5,29,34,0.852941176470588
ideo tha,5,29,34,0.852941176470588
ill i,20,116,136,0.852941176470588
nd ne,10,58,68,0.852941176470588
o 6,5,29,34,0.852941176470588
o slee,5,29,34,0.852941176470588
ou probabl,5,29,34,0.852941176470588
pril fool,5,29,34,0.852941176470588
roduced i,5,29,34,0.852941176470588
sername passwor,5,29,34,0.852941176470588
umors o,10,58,68,0.852941176470588
he republica,19,110,129,0.852713178294574
ocial network,9,52,61,0.852459016393443
ore likel,9,52,61,0.852459016393443
ould d,9,52,61,0.852459016393443
 fac,13,75,88,0.852272727272727
 shor,13,75,88,0.852272727272727
o peopl,13,75,88,0.852272727272727
ports tec,17,98,115,0.852173913043478
ar wit,8,46,54,0.851851851851852
elieve thi,8,46,54,0.851851851851852
ill an,8,46,54,0.851851851851852
mail apri,8,46,54,0.851851851851852
our faceboo,12,69,81,0.851851851851852
ttributed t,20,115,135,0.851851851851852
ul 0,8,46,54,0.851851851851852
eople wit,15,86,101,0.851485148514852
act i,11,63,74,0.851351351351351
elieve th,11,63,74,0.851351351351351
ews fro,11,63,74,0.851351351351351
re s,11,63,74,0.851351351351351
s presiden,58,332,390,0.851282051282051
nd n,18,103,121,0.851239669421488
 racis,7,40,47,0.851063829787234
 viru,7,40,47,0.851063829787234
016 presidentia,7,40,47,0.851063829787234
aised b,7,40,47,0.851063829787234
earl harbo,7,40,47,0.851063829787234
ext pag,7,40,47,0.851063829787234
f me,7,40,47,0.851063829787234
head o,7,40,47,0.851063829787234
in lade,56,320,376,0.851063829787234
laim i,28,160,188,0.851063829787234
nd star,7,40,47,0.851063829787234
ours ag,14,80,94,0.851063829787234
rinking wate,7,40,47,0.851063829787234
uote fro,14,80,94,0.851063829787234
omeone wh,10,57,67,0.850746268656716
ongress t,10,57,67,0.850746268656716
ot on,10,57,67,0.850746268656716
t follo,63,359,422,0.850710900473934
he musli,13,74,87,0.850574712643678
rigins thi,16,91,107,0.850467289719626
ther tha,16,91,107,0.850467289719626
ocial medi,99,563,662,0.850453172205438
f libert,19,108,127,0.850393700787402
lace you,59,335,394,0.850253807106599
as poste,31,176,207,0.85024154589372
 convenienc,6,34,40,0.85
1 year,6,34,40,0.85
aptured ,6,34,40,0.85
asy t,12,68,80,0.85
eard ,6,34,40,0.85
ed b,6,34,40,0.85
egistered post,6,34,40,0.85
est an,6,34,40,0.85
ew vide,6,34,40,0.85
he bil,12,68,80,0.85
he oldes,6,34,40,0.85
imes a,9,51,60,0.85
iscovery o,9,51,60,0.85
isinformation tha,9,51,60,0.85
lace a,6,34,40,0.85
lease contac,6,34,40,0.85
nd mak,6,34,40,0.85
nd shoul,6,34,40,0.85
nnounced i,6,34,40,0.85
omney ,9,51,60,0.85
ood restaurant,6,34,40,0.85
oogle linkedi,6,34,40,0.85
ould stil,6,34,40,0.85
ourse i,6,34,40,0.85
taff o,6,34,40,0.85
urned ou,15,85,100,0.85
he lin,35,198,233,0.849785407725322
acebook an,17,96,113,0.849557522123894
rending no,11,62,73,0.849315068493151
 docto,8,45,53,0.849056603773585
 matte,16,90,106,0.849056603773585
as reveale,8,45,53,0.849056603773585
ast edite,8,45,53,0.849056603773585
atch vide,8,45,53,0.849056603773585
avid emer,8,45,53,0.849056603773585
ay thi,8,45,53,0.849056603773585
eply repor,8,45,53,0.849056603773585
itanic wa,8,45,53,0.849056603773585
nopes fac,8,45,53,0.849056603773585
o obam,8,45,53,0.849056603773585
ovie th,8,45,53,0.849056603773585
 coul,13,73,86,0.848837209302326
ews repor,13,73,86,0.848837209302326
he greates,18,101,119,0.848739495798319
he poo,18,101,119,0.848739495798319
avascript t,56,314,370,0.848648648648649
lip show,33,185,218,0.848623853211009
 sen,5,28,33,0.848484848484848
 talkin,5,28,33,0.848484848484848
 websit,25,140,165,0.848484848484848
57 p,5,28,33,0.848484848484848
ach othe,15,84,99,0.848484848484848
ag adul,5,28,33,0.848484848484848
aiting fo,5,28,33,0.848484848484848
assword remembe,5,28,33,0.848484848484848
ave don,5,28,33,0.848484848484848
dult imag,5,28,33,0.848484848484848
e alon,5,28,33,0.848484848484848
ealth politic,5,28,33,0.848484848484848
eant t,10,56,66,0.848484848484848
esire t,5,28,33,0.848484848484848
etermined t,5,28,33,0.848484848484848
f chris,5,28,33,0.848484848484848
ge 2,5,28,33,0.848484848484848
hat man,10,56,66,0.848484848484848
hat peopl,15,84,99,0.848484848484848
he commo,5,28,33,0.848484848484848
he regio,5,28,33,0.848484848484848
he stag,5,28,33,0.848484848484848
his jus,5,28,33,0.848484848484848
ideo to,5,28,33,0.848484848484848
is politica,5,28,33,0.848484848484848
mage ye,5,28,33,0.848484848484848
ndependent new,5,28,33,0.848484848484848
nternet o,5,28,33,0.848484848484848
o discove,5,28,33,0.848484848484848
oday sho,5,28,33,0.848484848484848
onfirmed i,5,28,33,0.848484848484848
ost peopl,10,56,66,0.848484848484848
ot mor,5,28,33,0.848484848484848
otes i,5,28,33,0.848484848484848
r emai,5,28,33,0.848484848484848
s completel,5,28,33,0.848484848484848
s privac,10,56,66,0.848484848484848
sa ,5,28,33,0.848484848484848
ts eve,5,28,33,0.848484848484848
wo other,5,28,33,0.848484848484848
ecause the,49,274,323,0.848297213622291
im ,17,95,112,0.848214285714286
 vira,12,67,79,0.848101265822785
d her,60,335,395,0.848101265822785
ppeared i,12,67,79,0.848101265822785
umor ha,12,67,79,0.848101265822785
niversity o,33,184,217,0.847926267281106
acts behin,7,39,46,0.847826086956522
akes m,7,39,46,0.847826086956522
as remove,7,39,46,0.847826086956522
ast fe,7,39,46,0.847826086956522
ears tha,7,39,46,0.847826086956522
eferences t,7,39,46,0.847826086956522
ere al,7,39,46,0.847826086956522
he snak,7,39,46,0.847826086956522
igned th,7,39,46,0.847826086956522
oliday i,7,39,46,0.847826086956522
roof o,7,39,46,0.847826086956522
rticle a,7,39,46,0.847826086956522
ledge o,23,128,151,0.847682119205298
ave thei,9,50,59,0.847457627118644
e availabl,9,50,59,0.847457627118644
he devi,9,50,59,0.847457627118644
ince 198,9,50,59,0.847457627118644
xpected t,9,50,59,0.847457627118644
ome fro,29,161,190,0.847368421052632
s ther,20,111,131,0.847328244274809
he constitutio,11,61,72,0.847222222222222
aw th,13,72,85,0.847058823529412
atter o,15,83,98,0.846938775510204
el gibso,15,83,98,0.846938775510204
ew contac,30,166,196,0.846938775510204
n sig,30,166,196,0.846938775510204
he grou,19,105,124,0.846774193548387
oe bide,27,149,176,0.846590909090909
ichelle obam,75,413,488,0.846311475409836
 shoul,6,33,39,0.846153846153846
00 submi,6,33,39,0.846153846153846
ame fro,36,198,234,0.846153846153846
an receiv,6,33,39,0.846153846153846
earing hi,6,33,39,0.846153846153846
eports o,26,143,169,0.846153846153846
erved a,10,55,65,0.846153846153846
f contro,8,44,52,0.846153846153846
f jul,8,44,52,0.846153846153846
hat mean,6,33,39,0.846153846153846
hats wha,6,33,39,0.846153846153846
he chai,6,33,39,0.846153846153846
illing th,6,33,39,0.846153846153846
imself ,6,33,39,0.846153846153846
n activ,6,33,39,0.846153846153846
n saud,8,44,52,0.846153846153846
nd fals,6,33,39,0.846153846153846
nything els,6,33,39,0.846153846153846
ome bac,6,33,39,0.846153846153846
oogle tumbl,6,33,39,0.846153846153846
ould rathe,8,44,52,0.846153846153846
ound th,12,66,78,0.846153846153846
rands o,6,33,39,0.846153846153846
rivers o,6,33,39,0.846153846153846
t coul,12,66,78,0.846153846153846
uerto ric,6,33,39,0.846153846153846
uggest tha,6,33,39,0.846153846153846
v show,6,33,39,0.846153846153846
yth ,6,33,39,0.846153846153846
ideo cli,47,258,305,0.845901639344262
oes th,37,203,240,0.845833333333333
he ap,15,82,97,0.845360824742268
or lif,13,71,84,0.845238095238095
reaking new,46,251,297,0.845117845117845
as onl,11,60,71,0.845070422535211
idn ,44,240,284,0.845070422535211
laim t,11,60,71,0.845070422535211
 eve,20,109,129,0.844961240310077
dvertise wit,9,49,58,0.844827586206897
he nr,9,49,58,0.844827586206897
 fro,7,38,45,0.844444444444445
 hat,7,38,45,0.844444444444445
 to,21,114,135,0.844444444444445
1 i,7,38,45,0.844444444444445
a time,7,38,45,0.844444444444445
earch we,7,38,45,0.844444444444445
emember th,7,38,45,0.844444444444445
he origin,7,38,45,0.844444444444445
he scen,14,76,90,0.844444444444445
his statemen,7,38,45,0.844444444444445
nclude th,7,38,45,0.844444444444445
peech a,7,38,45,0.844444444444445
s actuall,21,114,135,0.844444444444445
s barac,7,38,45,0.844444444444445
s runnin,7,38,45,0.844444444444445
up o,7,38,45,0.844444444444445
rticle di,26,141,167,0.844311377245509
hanks t,19,103,122,0.844262295081967
 hea,12,65,77,0.844155844155844
 tea,12,65,77,0.844155844155844
 threa,12,65,77,0.844155844155844
ollowing ,12,65,77,0.844155844155844
ays thi,10,54,64,0.84375
bama campaig,25,135,160,0.84375
nswer thi,15,81,96,0.84375
uote o,10,54,64,0.84375
ound o,83,448,531,0.843691148775895
our a,64,345,409,0.843520782396088
 day,13,70,83,0.843373493975904
ublic healt,13,70,83,0.843373493975904
015 a,48,258,306,0.843137254901961
as receive,8,43,51,0.843137254901961
efreshing thi,8,43,51,0.843137254901961
